MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,N_Traffic,NE_Traffic,E_Traffic,SE_Traffic,S_Traffic,SW_Traffic,W_Traffic,NW_Traffic,Clogging?
1,1,4,AA,1461,N4YRAA,DAY,DFW,700,700,0,175,155,135,861,828,7,855,835,-20,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes
1,1,4,UA,1026,N39423,MCO,IAH,621,637,16,153,157,137,854,807,7,754,814,20,No,No,Yes,No,No,Yes,Yes,Yes,No
1,1,4,DL,2003,N940DL,LGA,MIA,705,701,-4,200,172,150,1096,947,6,1025,953,-32,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes
1,1,4,UA,1553,N37290,BOS,EWR,550,552,2,88,67,46,200,650,9,718,659,-19,Yes,No,No,Yes,No,Yes,No,No,No
1,1,4,WN,322,N7703A,SEA,PHX,715,715,0,165,157,143,1107,1047,5,1100,1052,-8,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes
1,1,4,DL,716,N944DL,OMA,ATL,645,637,-8,144,,,821,1447,4,1009,1451,,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes
1,1,4,US,403,N660AW,DEN,PHX,550,550,0,119,109,91,602,736,3,749,739,-10,Yes,No,Yes,Yes,No,Yes,No,No,No
1,1,4,WN,678,N7752B,GRR,DEN,805,756,-9,190,183,164,1015,852,7,915,859,-16,No,Yes,Yes,No,No,Yes,Yes,No,No
1,1,4,AA,1640,N5EBAA,EGE,JFK,845,844,-1,260,234,190,1746,1434,4,1505,1438,-27,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes
1,1,4,NK,313,N611NK,DTW,DFW,725,729,4,185,177,156,986,917,9,930,926,-4,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes
1,1,4,DL,1308,N935DN,AUS,ATL,805,811,6,126,115,96,813,1102,4,1111,1106,-5,No,No,Yes,No,No,Yes,Yes,Yes,No
1,1,4,EV,5925,N14953,RIC,ORD,750,743,-7,137,169,124,642,906,26,907,932,25,Yes,No,Yes,No,No,No,No,Yes,No
1,1,4,UA,1615,N37273,SFO,IAD,841,837,-4,299,280,264,2419,1612,5,1640,1617,-23,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1,1,4,US,408,N521UW,PHL,PHX,650,640,-10,325,351,327,2075,1026,5,1015,1031,16,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes
1,1,4,EV,4207,N18101,MEM,DEN,838,829,-9,167,184,143,872,1005,28,1025,1033,8,No,No,Yes,No,No,Yes,No,No,No
1,1,4,AA,1084,N3GFAA,MIA,LGA,600,558,-2,175,168,149,1096,840,6,855,846,-9,No,Yes,No,No,Yes,No,No,No,No
1,1,4,UA,484,N809UA,SAN,DEN,820,811,-9,146,147,120,853,1125,13,1146,1138,-8,No,No,Yes,Yes,No,No,Yes,Yes,No
1,1,4,US,455,N651AW,PHX,SLC,835,832,-3,98,96,74,507,958,10,1013,1008,-5,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes
1,1,4,WN,448,N273WN,BWI,TPA,755,754,-1,150,147,131,842,1015,6,1025,1021,-4,Yes,No,No,No,Yes,Yes,No,No,No
1,1,4,VX,12,N842VA,SFO,JFK,705,702,-3,329,320,299,2586,1511,11,1534,1522,-12,No,No,No,No,No,Yes,Yes,No,No
1,1,4,US,1913,N119US,CLT,PHL,730,726,-4,95,92,66,449,853,5,905,858,-7,Yes,Yes,No,No,No,Yes,No,No,No
1,1,4,AS,558,N307AS,PDX,LAX,640,643,3,144,136,110,834,843,16,904,859,-5,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes
1,1,4,B6,115,N284JB,SYR,JFK,555,550,-5,83,75,43,209,700,5,718,705,-13,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes
1,1,4,MQ,2947,N1EAMQ,DFW,LIT,735,,,68,,,304,,,843,,,No,No,Yes,Yes,No,No,No,No,No
1,1,4,AS,406,N589AS,PDX,SJC,600,555,-5,102,94,82,569,725,4,742,729,-13,Yes,No,No,No,No,Yes,No,No,No
1,1,4,OO,5441,N291SW,SFO,SBP,716,708,-8,69,64,46,190,808,4,825,812,-13,No,No,No,Yes,No,No,Yes,No,No
1,1,4,DL,589,N651DL,MSP,SEA,900,912,12,233,210,191,1399,1034,8,1053,1042,-11,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
1,1,4,DL,1319,N389DA,DTW,ORD,844,844,0,95,75,50,235,851,8,919,859,-20,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes
1,1,4,WN,698,N422WN,CMH,FLL,620,623,3,170,158,135,973,858,3,910,901,-9,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes
1,1,4,MQ,3268,N694MQ,SUX,ORD,650,646,-4,100,99,61,436,819,6,830,825,-5,No,Yes,No,No,Yes,No,Yes,No,No
1,1,4,WN,788,N750SA,ABQ,PHX,800,759,-1,75,96,59,328,928,7,915,935,20,No,Yes,No,No,Yes,No,Yes,No,No
1,1,4,WN,4822,N293WN,LAS,BWI,600,602,2,270,243,230,2106,1302,3,1330,1305,-25,Yes,Yes,No,No,No,Yes,No,No,No
1,1,4,DL,824,N3736C,PHX,DTW,540,808,148,223,203,178,1671,1325,6,1123,1331,128,Yes,No,No,No,Yes,Yes,No,No,No
1,1,4,WN,1954,N920WN,FLL,ATL,725,722,-3,115,107,90,581,902,7,920,909,-11,No,No,No,No,No,Yes,Yes,Yes,No
1,1,4,AA,1320,N3GCAA,DFW,BDL,735,728,-7,195,179,163,1471,1124,3,1150,1127,-23,No,No,Yes,Yes,Yes,No,No,No,No
1,1,4,B6,1012,N375JB,ORD,BOS,540,529,-11,136,114,95,867,820,3,856,823,-33,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
1,1,4,MQ,3163,N942MQ,CWA,ORD,855,851,-4,80,101,41,212,1009,23,1015,1032,17,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes
1,1,4,AA,1081,N3LFAA,IAD,LAX,800,759,-1,350,353,332,2288,1044,8,1050,1052,2,Yes,No,Yes,No,Yes,No,Yes,No,No
1,1,4,DL,1879,N986AT,LGA,FLL,705,659,-6,199,181,154,1076,957,3,1024,1000,-24,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes
1,1,4,AA,236,N3HLAA,SEA,JFK,715,710,-5,315,301,277,2422,1506,5,1530,1511,-19,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1,1,4,AS,313,N703AS,SFO,SEA,700,651,-9,120,121,97,679,846,6,900,852,-8,No,Yes,No,No,Yes,No,Yes,No,No
1,1,4,B6,727,N292JB,BOS,BWI,540,536,-4,101,84,66,369,656,4,721,700,-21,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes
1,1,4,AS,663,N536AS,PHX,PDX,700,653,-7,168,155,142,1009,824,4,848,828,-20,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes
1,1,4,EV,6175,N13124,BNA,ORD,650,644,-6,110,111,73,409,826,9,840,835,-5,Yes,No,No,Yes,No,No,No,No,No
1,1,4,US,823,N128UW,DCA,CLT,659,655,-4,89,78,63,331,810,3,828,813,-15,Yes,No,No,Yes,No,No,No,Yes,No
1,1,4,B6,972,N593JB,FLL,LGA,717,728,11,163,164,143,1076,1003,9,1000,1012,12,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes
1,1,4,EV,4557,N12967,CRP,IAH,535,523,-12,61,52,33,201,608,7,636,615,-21,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes
1,1,4,AA,1367,N4WTAA,TPA,DFW,855,847,-8,170,165,146,929,1024,8,1045,1032,-13,No,No,Yes,Yes,Yes,No,No,Yes,No
1,1,4,OO,5533,N970SW,DEN,BIL,805,756,-9,93,82,65,455,913,5,938,918,-20,Yes,Yes,No,No,No,No,No,No,No
1,1,4,DL,1775,N676DL,RSW,DTW,815,807,-8,173,177,158,1084,1057,7,1108,1104,-4,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes
1,1,4,HA,107,N476HA,KOA,HNL,614,620,6,42,47,30,163,701,6,656,707,11,No,Yes,Yes,No,Yes,Yes,No,No,No
1,1,4,AA,1382,N3AEAA,LGA,PBI,730,731,1,180,167,147,1035,1014,4,1030,1018,-12,Yes,Yes,No,Yes,No,Yes,No,No,No
1,1,4,UA,1250,N66837,DEN,MCO,755,813,18,205,195,177,1546,1321,7,1320,1328,8,Yes,Yes,Yes,No,No,Yes,No,No,No
1,1,4,UA,206,N487UA,EWR,IAH,624,623,-1,239,237,222,1400,916,4,923,920,-3,No,No,Yes,Yes,Yes,No,Yes,No,No
1,1,4,UA,374,N415UA,OMA,ORD,600,612,12,97,79,57,416,728,3,737,731,-6,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes
1,1,4,F9,769,N934FR,DEN,LAS,805,803,-2,112,99,84,628,837,5,857,842,-15,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1,1,4,AA,1479,N3CPAA,CLT,DFW,825,825,0,185,181,146,936,1018,8,1030,1026,-4,No,No,Yes,Yes,Yes,No,No,Yes,No
1,1,4,AA,2242,N4XLAA,MFE,DFW,900,858,-2,100,79,64,469,1012,5,1040,1017,-23,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes
1,1,4,AA,1661,N439AA,DFW,MCO,755,754,-1,150,155,118,985,1126,3,1125,1129,4,No,No,No,No,Yes,No,Yes,Yes,No
1,1,4,HA,1,N396HA,LAX,HNL,840,840,0,345,364,347,2556,1239,5,1225,1244,19,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes
1,1,4,AA,323,N520AA,DFW,STL,645,,,95,,,550,,,820,,,Yes,No,No,No,Yes,No,No,Yes,No
1,1,4,WN,1900,N958WN,MDW,FLL,905,905,0,175,166,150,1166,1247,4,1300,1251,-9,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes
1,1,4,UA,405,N547UA,LAX,HNL,710,707,-3,350,351,333,2556,1052,6,1100,1058,-2,Yes,No,Yes,No,Yes,No,No,No,No
1,1,4,UA,491,N478UA,DEN,PHX,811,811,0,124,115,96,602,1001,5,1015,1006,-9,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes
1,1,4,DL,2109,N550NW,SAN,DTW,705,703,-2,259,233,214,1956,1350,6,1424,1356,-28,No,No,Yes,No,Yes,No,Yes,Yes,No
1,1,4,EV,4918,N849AS,DTW,BHM,856,851,-5,131,126,104,625,955,2,1007,957,-10,Yes,Yes,No,No,No,Yes,No,No,No
1,1,4,DL,2440,N651DL,SEA,MSP,40,39,-1,189,198,166,1399,553,4,549,557,8,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes
1,1,4,WN,1363,N401WN,PIT,RSW,725,725,0,170,154,138,966,954,5,1015,959,-16,No,Yes,Yes,No,No,Yes,Yes,No,No
1,1,4,AA,1529,N5DHAA,MCO,LAX,700,658,-2,335,328,306,2218,919,7,935,926,-9,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1,1,4,OO,4608,N812SK,PDX,SEA,835,840,5,50,45,27,129,917,8,925,925,0,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
1,1,4,B6,1567,N589JB,HPN,PBI,830,829,-1,181,176,161,1056,1121,4,1131,1125,-6,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes
1,1,4,EV,4198,N13988,BNA,IAH,823,818,-5,142,155,126,657,1042,11,1045,1053,8,No,Yes,No,No,Yes,No,No,Yes,No
1,1,4,AA,1178,N573AA,AUS,DFW,550,548,-2,60,61,36,190,643,6,650,649,-1,No,Yes,Yes,Yes,No,Yes,No,No,No
1,1,4,AA,1053,N4YJAA,DFW,PHL,720,759,39,185,163,144,1303,1137,5,1125,1142,17,No,No,No,Yes,No,No,No,No,No
1,1,4,DL,2325,N922AT,LGA,FLL,800,800,0,204,183,157,1076,1100,3,1124,1103,-21,Yes,Yes,No,No,Yes,No,Yes,No,No
1,1,4,AA,1562,N475AA,RIC,DFW,640,636,-4,220,217,188,1158,901,12,920,913,-7,No,No,No,Yes,Yes,Yes,No,Yes,No
1,1,4,AA,2281,N4YCAA,IND,DFW,705,729,24,155,157,126,761,857,9,840,906,26,No,No,No,Yes,No,No,No,No,No
1,1,4,AA,1011,N595AA,ELP,DFW,715,719,4,105,96,74,551,945,10,1000,955,-5,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes
1,1,4,OO,5522,N796SK,PSC,DEN,600,601,1,142,145,115,852,918,8,922,926,4,Yes,Yes,No,Yes,No,Yes,No,No,No
1,1,4,DL,987,N371NW,PHL,SLC,710,704,-6,313,293,272,1927,947,10,1023,957,-26,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes
1,1,4,VX,1930,N838VA,SFO,LAX,800,759,-1,80,75,53,337,906,8,920,914,-6,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
1,1,4,DL,871,N963DL,JAN,ATL,900,855,-5,78,69,47,341,1055,9,1118,1104,-14,No,Yes,Yes,No,Yes,No,No,No,No
1,1,4,AA,72,N5EKAA,DFW,MCO,600,606,6,145,142,120,985,924,4,925,928,3,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes
1,1,4,DL,1122,N916DN,ATL,RSW,811,807,-4,102,109,71,515,951,5,953,956,3,No,Yes,Yes,No,No,No,Yes,Yes,No
1,1,4,AS,455,N462AS,LAX,SEA,840,839,-1,167,161,134,954,1113,7,1127,1120,-7,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes
1,1,4,DL,2013,N680DA,ATL,LAS,820,817,-3,277,264,244,1747,937,4,957,941,-16,No,Yes,Yes,No,No,No,No,Yes,No
1,1,4,AA,2,N795AA,LAX,JFK,900,856,-4,335,295,271,2475,1643,8,1735,1651,-44,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes
1,1,4,MQ,3110,N688MQ,HSV,ORD,655,657,2,130,109,87,510,836,10,905,846,-19,No,Yes,Yes,No,Yes,No,No,Yes,No
1,1,4,UA,326,N444UA,IAD,SEA,810,821,11,361,346,327,2306,1059,8,1111,1107,-4,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes
1,1,4,DL,1450,N671DN,LAS,MSP,105,102,-3,183,163,150,1299,543,2,608,545,-23,No,No,No,No,Yes,Yes,No,No,No
1,1,4,AS,665,N461AS,DFW,SEA,800,755,-5,274,286,217,1660,1036,5,1034,1041,7,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes
1,1,4,EV,5288,N744EV,RIC,MSP,830,825,-5,179,190,168,970,1029,6,1029,1035,6,Yes,No,No,Yes,Yes,No,Yes,No,No
1,1,4,UA,1023,N73276,FLL,EWR,605,600,-5,174,169,150,1065,843,6,859,849,-10,Yes,No,No,No,No,Yes,No,No,No
1,1,4,DL,1205,N612DL,PHX,ATL,600,804,124,207,190,169,1587,1309,5,1127,1314,107,No,Yes,Yes,No,No,Yes,Yes,No,No
1,1,4,B6,2006,N566JB,FLL,EWR,615,615,0,165,173,148,1065,903,5,900,908,8,Yes,No,No,No,Yes,Yes,No,Yes,No
1,1,4,DL,1560,N3743H,ANC,SEA,45,31,-14,210,200,171,1448,447,4,515,451,-24,No,No,No,Yes,No,Yes,Yes,No,No
1,1,4,AA,1688,N3EUAA,DFW,DCA,750,757,7,160,142,126,1192,1116,3,1130,1119,-11,No,No,Yes,No,No,No,No,Yes,No
1,1,4,UA,1059,N29717,EWR,SNA,900,857,-3,384,378,359,2434,1211,4,1224,1215,-9,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes
1,1,4,AA,1104,N3LAAA,DFW,LGA,655,647,-8,190,176,157,1389,1039,4,1105,1043,-22,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes
1,1,4,OO,6378,N109SY,ORD,ATL,815,955,100,121,109,85,606,1236,8,1116,1244,88,No,No,No,No,No,No,No,Yes,No
1,1,4,OO,4738,N548CA,BNA,SLC,729,736,7,235,235,199,1404,1025,6,1024,1031,7,Yes,No,No,No,No,No,No,Yes,No
1,1,4,WN,1460,N795SW,TUS,MDW,815,817,2,200,198,157,1440,1230,5,1235,1235,0,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes
1,1,4,DL,2539,N353NW,MKE,ATL,700,707,7,128,113,87,669,946,14,1008,1000,-8,Yes,Yes,Yes,No,Yes,No,No,No,No
1,1,4,DL,485,N910DE,JFK,ATL,830,825,-5,166,138,117,760,1037,6,1116,1043,-33,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes
1,1,4,WN,1629,N215WN,PHX,MDW,805,805,0,195,177,163,1444,1157,5,1220,1202,-18,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes
1,1,4,NK,969,N516NK,BWI,ORD,625,619,-6,129,139,116,622,727,11,734,738,4,Yes,No,Yes,No,Yes,Yes,No,No,No
1,1,4,B6,147,N659JB,OAK,LGB,853,903,10,76,76,63,353,1016,3,1009,1019,10,Yes,Yes,No,Yes,No,No,Yes,No,No
1,1,4,DL,2210,N751AT,SEA,HNL,815,813,-2,374,357,337,2677,1204,6,1229,1210,-19,No,Yes,No,Yes,Yes,Yes,No,No,No
1,1,4,US,556,N749US,MKE,PHX,705,707,2,245,244,228,1460,1006,5,1010,1011,1,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes
1,1,4,AA,1232,N7BKAA,MIA,LAX,705,703,-2,343,337,305,2342,930,10,948,940,-8,Yes,No,No,No,No,No,Yes,Yes,No
1,1,4,AA,1090,N3DXAA,DFW,SNA,755,,,200,,,1205,,,915,,,No,No,No,Yes,No,No,Yes,Yes,No
1,1,4,DL,2315,N917DE,CVG,ATL,710,708,-2,102,101,62,373,846,3,852,849,-3,No,Yes,No,Yes,No,Yes,No,No,No
1,1,4,AA,1260,N5ETAA,MIA,JFK,705,701,-4,168,165,142,1089,938,8,953,946,-7,No,No,No,No,No,Yes,No,Yes,No
1,1,4,OO,2642,N709BR,CHO,ORD,815,806,-9,125,124,109,567,904,6,920,910,-10,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
1,1,4,DL,2164,N121DE,PDX,MSP,900,855,-5,196,184,169,1426,1356,3,1416,1359,-17,No,No,No,Yes,No,No,No,Yes,No
1,1,4,OO,7392,N438SW,ESC,DTW,600,558,-2,87,68,47,306,700,6,727,706,-21,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes
1,1,4,B6,1678,N618JB,JAX,JFK,600,600,0,128,136,109,828,803,13,808,816,8,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes
1,1,4,MQ,3408,N625MQ,SJT,DFW,605,,,60,,,229,,,705,,,No,No,No,Yes,No,No,No,Yes,No
1,1,4,EV,6146,N14998,IAD,GSO,820,829,9,67,59,42,239,924,4,927,928,1,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes
1,1,4,B6,1383,N183JB,BOS,RDU,835,829,-6,132,117,99,612,1020,6,1047,1026,-21,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
1,1,4,OO,6495,N932EV,COS,LAX,640,634,-6,165,151,115,833,759,6,825,805,-20,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes
1,1,4,B6,860,N656JB,FLL,BDL,553,551,-2,166,177,162,1173,843,5,839,848,9,No,No,Yes,Yes,No,No,Yes,Yes,No
1,1,4,HA,101,N492HA,ITO,HNL,618,617,-1,49,51,39,216,703,5,707,708,1,No,No,Yes,Yes,Yes,No,Yes,No,No
1,1,4,AS,637,N756AS,PHX,SEA,800,751,-9,180,172,155,1107,939,4,1000,943,-17,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes
1,1,4,F9,721,N954FR,DCA,DEN,710,708,-2,244,260,240,1476,920,8,914,928,14,No,Yes,No,Yes,No,No,No,Yes,No
1,1,4,UA,1539,N37252,PHL,IAH,744,744,0,224,233,209,1325,1023,14,1028,1037,9,Yes,No,Yes,Yes,Yes,No,No,No,No
1,1,4,NK,511,N519NK,FLL,DTW,730,731,1,178,185,164,1127,1026,10,1028,1036,8,Yes,No,No,No,No,No,Yes,Yes,No
1,1,4,WN,343,N8649A,MDW,PHX,625,625,0,240,251,224,1444,931,5,925,936,11,No,No,Yes,No,Yes,Yes,No,Yes,No
1,1,4,US,713,N631AW,JAX,CLT,845,848,3,87,75,55,328,955,8,1012,1003,-9,Yes,No,Yes,Yes,No,Yes,No,No,No
1,1,4,DL,2114,N397DA,COS,ATL,630,632,2,175,166,131,1184,1113,5,1125,1118,-7,No,No,No,Yes,No,No,No,No,No
1,1,4,WN,3131,N363SW,PHX,SLC,845,840,-5,95,105,78,507,1019,6,1020,1025,5,No,No,Yes,No,No,Yes,No,Yes,No
1,1,4,UA,328,N821UA,MIA,DEN,735,729,-6,271,282,238,1709,944,27,1006,1011,5,No,No,No,No,No,Yes,No,Yes,No
1,1,4,UA,315,N804UA,OKC,IAH,757,751,-6,90,119,65,395,939,11,927,950,23,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes
1,1,4,US,602,N197UW,PHX,LAS,850,845,-5,72,71,47,255,850,6,902,856,-6,No,No,Yes,Yes,No,Yes,No,No,No
1,1,4,B6,1099,N508JB,LGA,MCO,630,629,-1,181,152,136,950,858,3,931,901,-30,No,Yes,No,Yes,Yes,No,No,No,No
1,1,4,NK,470,N534NK,PDX,SAN,620,616,-4,140,132,115,933,823,5,840,828,-12,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes
1,1,4,OO,6378,N767SK,CID,ORD,600,610,10,68,57,43,196,701,6,708,707,-1,No,No,No,Yes,No,No,Yes,Yes,No
1,1,4,WN,670,N284WN,MKE,PHX,750,751,1,240,239,225,1460,1044,6,1050,1050,0,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes
1,1,4,WN,4649,N8302F,MDW,MCO,705,705,0,165,139,123,990,1017,7,1050,1024,-26,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes
1,1,4,DL,2090,N698DL,PDX,MSP,655,652,-3,203,194,174,1426,1158,8,1218,1206,-12,Yes,Yes,No,No,No,Yes,No,Yes,No
1,1,4,B6,1554,N760JB,SJU,FLL,610,625,15,163,167,147,1046,805,7,753,812,19,No,No,Yes,No,No,No,No,No,No
1,1,4,AA,1577,N3EPAA,TUL,DFW,805,754,-11,75,77,54,237,859,12,920,911,-9,No,Yes,No,Yes,No,No,No,No,No
1,1,4,OO,6358,N926SW,IDA,DEN,541,539,-2,104,113,72,458,721,11,725,732,7,No,No,No,No,Yes,Yes,No,No,No
1,1,4,AA,1650,N397AA,MIA,MCO,720,729,9,65,53,34,192,818,4,825,822,-3,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes
1,1,4,DL,1078,N993DL,PNS,ATL,730,721,-9,73,59,41,271,915,5,943,920,-23,No,Yes,No,No,No,Yes,Yes,No,No
1,1,4,AA,2215,N485AA,DTW,DFW,845,839,-6,185,195,158,986,1046,8,1050,1054,4,Yes,No,Yes,No,No,Yes,No,No,No
1,1,4,OO,5470,N563SW,SFO,SMF,730,751,21,48,49,29,86,836,4,818,840,22,Yes,No,No,No,No,Yes,No,No,No
1,1,4,MQ,2853,N906MQ,GSO,DFW,730,,,200,,,999,,,950,,,Yes,Yes,No,No,Yes,Yes,No,No,No
1,1,4,AS,244,N319AS,PDX,SFO,725,724,-1,124,100,82,550,855,9,929,904,-25,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
1,1,4,WN,19,N749SW,LGA,DAL,720,720,0,245,245,228,1381,1020,5,1025,1025,0,No,No,No,Yes,No,No,No,No,No
1,1,4,B6,917,N606JB,BOS,JFK,545,543,-2,77,66,44,187,639,10,702,649,-13,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes
1,1,4,OO,6404,N701BR,SFO,EUG,805,758,-7,95,93,68,451,925,6,940,931,-9,Yes,No,No,Yes,Yes,Yes,No,No,No
1,1,4,B6,1015,N178JB,JAX,FLL,800,750,-10,72,75,59,319,900,5,912,905,-7,No,No,No,Yes,Yes,No,Yes,No,No
1,1,4,UA,521,N854UA,BOS,ORD,700,700,0,178,191,154,867,906,5,858,911,13,Yes,No,No,No,No,Yes,No,No,No
1,1,4,US,1956,N709UW,ORF,CLT,710,706,-4,90,90,59,290,831,5,840,836,-4,Yes,No,No,No,No,Yes,Yes,Yes,No
1,1,4,AA,1141,N581AA,STL,DFW,800,752,-8,120,122,90,550,931,23,1000,954,-6,No,Yes,No,Yes,No,No,No,Yes,No
1,1,4,B6,853,N316JB,FLL,SJU,810,810,0,148,142,122,1046,1127,5,1138,1132,-6,No,Yes,No,No,No,No,No,Yes,No
1,1,4,OO,4659,N815SK,BNA,DTW,845,838,-7,101,112,83,456,1120,10,1126,1130,4,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes
1,1,4,AA,2476,N3LEAA,BDL,MIA,640,634,-6,206,232,164,1194,931,55,1006,1026,20,Yes,No,No,No,Yes,No,Yes,Yes,No
1,1,4,EV,2519,N905EV,TYR,DFW,555,546,-9,50,50,25,102,620,16,645,636,-9,No,No,Yes,Yes,No,No,Yes,Yes,No
1,1,4,AA,1312,N021AA,STL,MIA,611,603,-8,169,149,127,1068,923,9,1000,932,-28,Yes,No,No,No,No,No,Yes,Yes,No
1,1,4,US,657,N637AW,MCI,CLT,900,901,1,126,124,97,808,1150,15,1206,1205,-1,No,Yes,No,Yes,Yes,No,No,No,No
1,1,4,MQ,2905,N941MQ,MQT,ORD,815,808,-7,95,73,52,303,814,7,850,821,-29,No,Yes,No,Yes,No,No,No,No,No
1,1,4,UA,357,N465UA,IAH,IAD,725,738,13,174,158,136,1190,1111,5,1119,1116,-3,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes
1,1,4,HA,206,N484HA,HNL,OGG,505,454,-11,36,36,20,100,524,6,541,530,-11,Yes,No,Yes,No,No,Yes,Yes,No,No
1,1,4,DL,343,N341NB,MSP,PIT,730,727,-3,126,137,82,726,1038,6,1036,1044,8,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes
1,1,4,AA,2371,N3ACAA,JFK,DFW,900,902,2,250,247,222,1391,1159,10,1210,1209,-1,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
1,1,4,AA,1022,N4YUAA,OKC,DFW,705,710,5,65,82,37,175,822,10,810,832,22,No,Yes,No,Yes,Yes,No,No,Yes,No
1,1,4,AA,61,N850AA,MIA,DFW,715,719,4,199,192,167,1121,919,12,934,931,-3,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes
1,1,4,MQ,3375,N5PBMQ,DFW,XNA,755,,,63,,,280,,,858,,,No,No,No,No,Yes,No,Yes,Yes,No
1,1,4,WN,369,N8312C,BWI,LAS,700,655,-5,330,321,301,2106,907,9,930,916,-14,No,No,No,No,No,No,No,No,No
1,1,4,AA,2470,N5CAAA,DFW,BOS,800,756,-4,205,230,177,1562,1242,4,1225,1246,21,No,Yes,Yes,No,No,Yes,No,No,No
1,1,4,WN,4635,N8305E,CLE,PHX,700,700,0,280,287,271,1737,942,5,940,947,7,Yes,No,Yes,No,No,Yes,Yes,No,No
1,1,4,B6,736,N821JB,LGB,SFO,812,802,-10,87,72,55,354,906,8,939,914,-25,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes
1,1,4,HA,202,N491HA,HNL,ITO,600,553,-7,50,53,36,216,641,5,650,646,-4,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes
